id,filename_deg,mix_filename,audio_path_resolved,duration_seconds,gt_start,gt_end,pred_start,pred_end,tiou,offset_err,start_offset_err,end_offset_err,start_abs_err,end_abs_err,gt_interval_source,pred_interval_source,mos,predicted_response
nisqa_temporal_01809,c04948_3_13_2_7_001-ch6-speaker_seg42.wav,1809_mix_c04948_3_13_2_7_001-ch6-speaker_seg42.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1809_mix_c04948_3_13_2_7_001-ch6-speaker_seg42.wav,6.0,2.592,4.257,0.27,1.99,0.0,-2.2944999999999998,-2.322,-2.2669999999999995,2.322,2.2669999999999995,mix_deg_segments,token,1.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_01810,c03262_2_491_2_7_001-ch6-speaker_seg36.wav,1810_mix_c03262_2_491_2_7_001-ch6-speaker_seg36.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1810_mix_c03262_2_491_2_7_001-ch6-speaker_seg36.wav,7.0,0.569,3.157,0.25,1.43,0.2961816305469556,-1.0230000000000001,-0.31899999999999995,-1.727,0.31899999999999995,1.727,mix_deg_segments,token,1.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_01811,c00824_book_04439_chp_0008_reader_11953_14_seg.wav,1811_mix_c00824_book_04439_chp_0008_reader_11953_14_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1811_mix_c00824_book_04439_chp_0008_reader_11953_14_seg.wav,11.0,8.326,10.42,5.61,7.54,0.0,-2.798,-2.716,-2.88,2.716,2.88,mix_deg_segments,token,2.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_01812,c07849_book_00336_chp_0052_reader_01653_3_seg.wav,1812_mix_c07849_book_00336_chp_0052_reader_01653_3_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1812_mix_c07849_book_00336_chp_0052_reader_01653_3_seg.wav,12.0,2.995,5.914,5.61,7.01,0.0757160647571605,1.8555000000000001,2.615,1.096,2.615,1.096,mix_deg_segments,token,1.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.01|>."
nisqa_temporal_01813,c04533_4_995_2_7_001-ch6-speaker_seg106.wav,1813_mix_c04533_4_995_2_7_001-ch6-speaker_seg106.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1813_mix_c04533_4_995_2_7_001-ch6-speaker_seg106.wav,6.0,0.458,1.83,0.27,1.99,0.7976744186046513,-0.01400000000000004,-0.188,0.15999999999999992,0.188,0.15999999999999992,mix_deg_segments,token,3.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_01814,c00044_2_1069_2_7_001-ch6-speaker_seg30.wav,1814_mix_c00044_2_1069_2_7_001-ch6-speaker_seg30.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1814_mix_c00044_2_1069_2_7_001-ch6-speaker_seg30.wav,6.0,2.611,3.946,0.27,1.99,0.0,-2.1485000000000003,-2.341,-1.9560000000000002,2.341,1.9560000000000002,mix_deg_segments,token,2.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_01815,c01283_book_11301_chp_0021_reader_06677_27_seg.wav,1815_mix_c01283_book_11301_chp_0021_reader_06677_27_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1815_mix_c01283_book_11301_chp_0021_reader_06677_27_seg.wav,8.0,1.478,2.49,0.27,1.99,0.2306306306306306,-0.8540000000000001,-1.208,-0.5000000000000002,1.208,0.5000000000000002,mix_deg_segments,token,1.8,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_01816,c06747_book_08850_chp_0036_reader_03535_14_seg.wav,1816_mix_c06747_book_08850_chp_0036_reader_03535_14_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1816_mix_c06747_book_08850_chp_0036_reader_03535_14_seg.wav,10.0,4.521,7.795,5.61,7.01,0.42761148442272434,0.15200000000000014,1.0890000000000004,-0.7850000000000001,1.0890000000000004,0.7850000000000001,mix_deg_segments,token,2.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.01|>."
nisqa_temporal_01817,c06165_book_00521_chp_0011_reader_05941_12_seg.wav,1817_mix_c06165_book_00521_chp_0011_reader_05941_12_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1817_mix_c06165_book_00521_chp_0011_reader_05941_12_seg.wav,11.0,6.095,8.056,7.01,8.99,0.361312607944732,0.9245000000000005,0.915,0.934000000000001,0.915,0.934000000000001,mix_deg_segments,token,2.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.99|>."
nisqa_temporal_01818,c08533_1_1165_2_7_001-ch6-speaker_seg72.wav,1818_mix_c08533_1_1165_2_7_001-ch6-speaker_seg72.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1818_mix_c08533_1_1165_2_7_001-ch6-speaker_seg72.wav,11.0,8.203,9.256,5.61,7.54,0.0,-2.1544999999999996,-2.592999999999999,-1.7160000000000002,2.592999999999999,1.7160000000000002,mix_deg_segments,token,1.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_01819,c05351_4_1368_2_7_001-ch6-speaker_seg76.wav,1819_mix_c05351_4_1368_2_7_001-ch6-speaker_seg76.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1819_mix_c05351_4_1368_2_7_001-ch6-speaker_seg76.wav,11.0,3.186,7.165,7.01,8.71,0.028059377262853045,2.6845000000000003,3.824,1.5450000000000008,3.824,1.5450000000000008,mix_deg_segments,token,1.75,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.71|>."
nisqa_temporal_01820,c09452_3_306_2_7_001-ch6-speaker_seg60.wav,1820_mix_c09452_3_306_2_7_001-ch6-speaker_seg60.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1820_mix_c09452_3_306_2_7_001-ch6-speaker_seg60.wav,8.0,0.556,2.141,0.27,1.99,0.7664350614644576,-0.21850000000000003,-0.28600000000000003,-0.15100000000000002,0.28600000000000003,0.15100000000000002,mix_deg_segments,token,1.25,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_01821,c08080_book_06409_chp_0001_reader_11935_23_seg.wav,1821_mix_c08080_book_06409_chp_0001_reader_11935_23_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1821_mix_c08080_book_06409_chp_0001_reader_11935_23_seg.wav,7.0,0.306,1.721,0.25,1.43,0.7641060503059144,-0.17350000000000007,-0.055999999999999994,-0.29100000000000015,0.055999999999999994,0.29100000000000015,mix_deg_segments,token,1.8,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_01822,c00802_2_1135_2_7_001-ch6-speaker_seg107.wav,1822_mix_c00802_2_1135_2_7_001-ch6-speaker_seg107.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1822_mix_c00802_2_1135_2_7_001-ch6-speaker_seg107.wav,7.0,0.068,1.159,0.25,1.43,0.6674008810572688,0.22649999999999995,0.182,0.2709999999999999,0.182,0.2709999999999999,mix_deg_segments,token,1.8,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_01823,c00668_3_1178_2_7_001-ch6-speaker_seg71.wav,1823_mix_c00668_3_1178_2_7_001-ch6-speaker_seg71.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1823_mix_c00668_3_1178_2_7_001-ch6-speaker_seg71.wav,9.0,4.855,7.47,7.01,8.99,0.11124546553808948,1.8375,2.1549999999999994,1.5200000000000005,2.1549999999999994,1.5200000000000005,mix_deg_segments,token,1.8,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.99|>."
nisqa_temporal_01824,c05338_book_00470_chp_0002_reader_04377_0_seg.wav,1824_mix_c05338_book_00470_chp_0002_reader_04377_0_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1824_mix_c05338_book_00470_chp_0002_reader_04377_0_seg.wav,7.0,4.831,5.849,0.25,1.43,0.0,-4.5,-4.581,-4.4190000000000005,4.581,4.4190000000000005,mix_deg_segments,token,2.85714285714286,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_01825,c04089_2_68_2_7_001-ch6-speaker_seg63.wav,1825_mix_c04089_2_68_2_7_001-ch6-speaker_seg63.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1825_mix_c04089_2_68_2_7_001-ch6-speaker_seg63.wav,10.0,3.13,6.14,5.61,7.54,0.12018140589569146,1.9400000000000004,2.4800000000000004,1.4000000000000004,2.4800000000000004,1.4000000000000004,mix_deg_segments,token,2.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_01826,c00741_book_03180_chp_0009_reader_07153_7_seg.wav,1826_mix_c00741_book_03180_chp_0009_reader_07153_7_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1826_mix_c00741_book_03180_chp_0009_reader_07153_7_seg.wav,10.0,1.822,3.397,5.61,7.01,0.0,3.7005,3.7880000000000003,3.613,3.7880000000000003,3.613,mix_deg_segments,token,1.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.01|>."
nisqa_temporal_01827,c01911_4_977_2_7_001-ch6-speaker_seg133.wav,1827_mix_c01911_4_977_2_7_001-ch6-speaker_seg133.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1827_mix_c01911_4_977_2_7_001-ch6-speaker_seg133.wav,6.0,0.458,1.469,0.27,1.99,0.5877906976744187,0.16649999999999995,-0.188,0.5209999999999999,0.188,0.5209999999999999,mix_deg_segments,token,1.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_01828,c00762_book_03111_chp_0004_reader_06682_12_seg.wav,1828_mix_c00762_book_03111_chp_0004_reader_06682_12_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1828_mix_c00762_book_03111_chp_0004_reader_06682_12_seg.wav,8.0,1.165,2.933,0.27,1.99,0.30980097634247095,-0.9189999999999999,-0.895,-0.9429999999999998,0.895,0.9429999999999998,mix_deg_segments,token,2.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_01829,c05748_3_1230_2_7_001-ch6-speaker_seg102.wav,1829_mix_c05748_3_1230_2_7_001-ch6-speaker_seg102.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1829_mix_c05748_3_1230_2_7_001-ch6-speaker_seg102.wav,8.0,2.536,3.867,0.27,1.99,0.0,-2.0715,-2.266,-1.877,2.266,1.877,mix_deg_segments,token,2.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_01830,c06727_book_08558_chp_0009_reader_02933_1_seg.wav,1830_mix_c06727_book_08558_chp_0009_reader_02933_1_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1830_mix_c06727_book_08558_chp_0009_reader_02933_1_seg.wav,6.0,1.182,2.225,0.25,1.43,0.12556962025316457,-0.8635,-0.9319999999999999,-0.7950000000000002,0.9319999999999999,0.7950000000000002,mix_deg_segments,token,2.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_01831,c06060_4_635_2_7_001-ch6-speaker_seg140.wav,1831_mix_c06060_4_635_2_7_001-ch6-speaker_seg140.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1831_mix_c06060_4_635_2_7_001-ch6-speaker_seg140.wav,7.0,5.2,6.21,0.25,1.43,0.0,-4.865,-4.95,-4.78,4.95,4.78,mix_deg_segments,token,2.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_01832,c06617_book_06870_chp_0020_reader_09259_4_seg.wav,1832_mix_c06617_book_06870_chp_0020_reader_09259_4_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1832_mix_c06617_book_06870_chp_0020_reader_09259_4_seg.wav,7.0,1.083,2.088,0.27,1.99,0.4988998899889989,-0.4555,-0.813,-0.09800000000000009,0.813,0.09800000000000009,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_01833,c09613_book_04471_chp_0007_reader_10080_26_seg.wav,1833_mix_c09613_book_04471_chp_0007_reader_10080_26_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1833_mix_c09613_book_04471_chp_0007_reader_10080_26_seg.wav,9.0,6.445,7.465,5.61,7.01,0.3045822102425874,-0.645,-0.835,-0.45500000000000007,0.835,0.45500000000000007,mix_deg_segments,token,1.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.01|>."
nisqa_temporal_01834,c02240_2_1333_2_7_001-ch6-speaker_seg9.wav,1834_mix_c02240_2_1333_2_7_001-ch6-speaker_seg9.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1834_mix_c02240_2_1333_2_7_001-ch6-speaker_seg9.wav,10.0,1.411,2.544,5.61,7.54,0.0,4.5975,4.199,4.996,4.199,4.996,mix_deg_segments,token,2.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_01835,c06760_book_09100_chp_0008_reader_02510_25_seg.wav,1835_mix_c06760_book_09100_chp_0008_reader_02510_25_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1835_mix_c06760_book_09100_chp_0008_reader_02510_25_seg.wav,12.0,8.846,10.683,7.01,8.71,0.0,-1.9044999999999996,-1.8360000000000003,-1.972999999999999,1.8360000000000003,1.972999999999999,mix_deg_segments,token,2.25,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.71|>."
nisqa_temporal_01836,c00799_book_04308_chp_0032_reader_05487_0_seg.wav,1836_mix_c00799_book_04308_chp_0032_reader_05487_0_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1836_mix_c00799_book_04308_chp_0032_reader_05487_0_seg.wav,8.0,1.277,3.917,0.25,1.43,0.04172347968366513,-1.7570000000000001,-1.027,-2.487,1.027,2.487,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_01837,c01512_4_1343_2_7_001-ch6-speaker_seg33.wav,1837_mix_c01512_4_1343_2_7_001-ch6-speaker_seg33.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1837_mix_c01512_4_1343_2_7_001-ch6-speaker_seg33.wav,8.0,1.196,2.842,0.27,1.99,0.30870917573872475,-0.889,-0.9259999999999999,-0.8520000000000001,0.9259999999999999,0.8520000000000001,mix_deg_segments,token,2.6666666666666696,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_01838,c01359_4_1138_2_7_001-ch6-speaker_seg57.wav,1838_mix_c01359_4_1138_2_7_001-ch6-speaker_seg57.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1838_mix_c01359_4_1138_2_7_001-ch6-speaker_seg57.wav,11.0,0.266,2.272,5.61,7.54,0.0,5.306000000000001,5.344,5.268000000000001,5.344,5.268000000000001,mix_deg_segments,token,1.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_01839,c01969_book_03486_chp_0004_reader_03073_5_seg.wav,1839_mix_c01969_book_03486_chp_0004_reader_03073_5_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1839_mix_c01969_book_03486_chp_0004_reader_03073_5_seg.wav,11.0,2.401,3.429,7.01,8.99,0.0,5.085,4.609,5.561,4.609,5.561,mix_deg_segments,token,2.75,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.99|>."
nisqa_temporal_01840,c05562_2_1161_2_7_001-ch6-speaker_seg58.wav,1840_mix_c05562_2_1161_2_7_001-ch6-speaker_seg58.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1840_mix_c05562_2_1161_2_7_001-ch6-speaker_seg58.wav,10.0,3.204,4.31,5.61,7.54,0.0,2.8180000000000005,2.406,3.2300000000000004,2.406,3.2300000000000004,mix_deg_segments,token,2.5,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_01841,c09560_book_03152_chp_0023_reader_06007_3_seg.wav,1841_mix_c09560_book_03152_chp_0023_reader_06007_3_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1841_mix_c09560_book_03152_chp_0023_reader_06007_3_seg.wav,10.0,5.968,7.853,7.01,8.99,0.2789543348775645,1.0895000000000001,1.0419999999999998,1.1370000000000005,1.0419999999999998,1.1370000000000005,mix_deg_segments,token,1.8,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.99|>."
nisqa_temporal_01842,c08951_1_247_2_7_001-ch6-speaker_seg57.wav,1842_mix_c08951_1_247_2_7_001-ch6-speaker_seg57.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1842_mix_c08951_1_247_2_7_001-ch6-speaker_seg57.wav,11.0,0.047,1.289,7.01,8.71,0.0,7.192,6.963,7.421000000000001,6.963,7.421000000000001,mix_deg_segments,token,1.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.71|>."
nisqa_temporal_01843,c04079_1_401_2_7_001-ch6-speaker_seg10.wav,1843_mix_c04079_1_401_2_7_001-ch6-speaker_seg10.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1843_mix_c04079_1_401_2_7_001-ch6-speaker_seg10.wav,6.0,1.359,2.43,0.27,1.99,0.29212962962962963,-0.7645000000000001,-1.089,-0.44000000000000017,1.089,0.44000000000000017,mix_deg_segments,token,2.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_01844,c09150_tsp_2_MK_25.wav,1844_mix_c09150_tsp_2_MK_25.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1844_mix_c09150_tsp_2_MK_25.wav,8.989,5.27,6.347,3.76,7.01,0.33138461538461567,-0.4235000000000002,-1.5099999999999998,0.6629999999999994,1.5099999999999998,0.6629999999999994,mix_deg_segments,token,2.6666666666666696,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|3.76|>."
nisqa_temporal_01845,c00670_4_635_2_7_001-ch6-speaker_seg109.wav,1845_mix_c00670_4_635_2_7_001-ch6-speaker_seg109.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1845_mix_c00670_4_635_2_7_001-ch6-speaker_seg109.wav,7.0,4.388,6.868,0.2,1.8,0.0,-4.628,-4.188,-5.0680000000000005,4.188,5.0680000000000005,mix_deg_segments,token,1.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.20|> and <|1.80|>."
nisqa_temporal_01846,c02560_book_10298_chp_0006_reader_06226_25_seg.wav,1846_mix_c02560_book_10298_chp_0006_reader_06226_25_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1846_mix_c02560_book_10298_chp_0006_reader_06226_25_seg.wav,7.0,3.752,6.194,0.2,1.8,0.0,-3.973,-3.5519999999999996,-4.394,3.5519999999999996,4.394,mix_deg_segments,token,1.8,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.20|> and <|1.80|>."
nisqa_temporal_01847,c09741_book_11161_chp_0028_reader_08283_4_seg.wav,1847_mix_c09741_book_11161_chp_0028_reader_08283_4_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1847_mix_c09741_book_11161_chp_0028_reader_08283_4_seg.wav,12.0,7.492,9.0,5.61,7.54,0.014159292035398244,-1.6709999999999998,-1.8819999999999997,-1.46,1.8819999999999997,1.46,mix_deg_segments,token,2.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_01848,c06203_book_01106_chp_0002_reader_09230_14_seg.wav,1848_mix_c06203_book_01106_chp_0002_reader_09230_14_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1848_mix_c06203_book_01106_chp_0002_reader_09230_14_seg.wav,12.0,0.615,2.355,5.61,7.01,0.0,4.824999999999999,4.995,4.654999999999999,4.995,4.654999999999999,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.01|>."
nisqa_temporal_01849,c00590_book_09988_chp_0003_reader_05353_8_seg.wav,1849_mix_c00590_book_09988_chp_0003_reader_05353_8_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1849_mix_c00590_book_09988_chp_0003_reader_05353_8_seg.wav,9.0,2.479,5.559,5.61,7.01,0.0,2.291,3.1310000000000002,1.4509999999999996,3.1310000000000002,1.4509999999999996,mix_deg_segments,token,1.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.01|>."
nisqa_temporal_01850,c08263_book_01215_chp_0007_reader_07280_3_seg.wav,1850_mix_c08263_book_01215_chp_0007_reader_07280_3_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/1850_mix_c08263_book_01215_chp_0007_reader_07280_3_seg.wav,11.0,5.872,7.818,5.61,7.01,0.5153985507246378,-0.5349999999999997,-0.26199999999999957,-0.8079999999999998,0.26199999999999957,0.8079999999999998,mix_deg_segments,token,2.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.01|>."
