tap,id,gt_start,gt_end,pred_start,pred_end,tiou
projector,nisqa_temporal_09005,0.092,1.439,0.16,1.48,0.9214697406340061
projector,nisqa_temporal_09025,1.119,1.738,1.36,1.68,0.5169628432956379
projector,nisqa_temporal_09045,1.14,2.128,1.08,2.16,0.9148148148148147
projector,nisqa_temporal_09079,1.414,2.377,1.48,2.36,0.9138110072689513
projector,nisqa_temporal_09119,5.965,7.222,5.92,7.2,0.9485407066052226
projector,nisqa_temporal_09146,2.458,4.458,2.72,4.44,0.8600000000000001
projector,nisqa_temporal_09173,7.91,8.988,8.040000000000001,8.24,0.18552875695732782
projector,nisqa_temporal_09187,0.986,1.707,6.640000000000001,6.84,0.0
projector,nisqa_temporal_09194,3.896,5.281,3.92,4.92,0.7220216606498197
projector,nisqa_temporal_09214,7.438,8.684,7.36,8.92,0.7987179487179487
projector,nisqa_temporal_09268,0.096,1.512,0.16,1.48,0.9322033898305088
projector,nisqa_temporal_09315,0.825,2.325,0.8,2.2800000000000002,0.9540983606557378
projector,nisqa_temporal_09335,1.398,2.037,1.36,2.04,0.9397058823529413
projector,nisqa_temporal_09356,5.171,6.921,5.16,6.12,0.5388983532084042
projector,nisqa_temporal_09423,0.003,1.503,0.16,1.16,0.6666666666666666
projector,nisqa_temporal_09430,0.03,0.81,0.32,0.52,0.25641025641025644
projector,nisqa_temporal_09450,2.494,5.494,2.8000000000000003,5.2,0.8
projector,nisqa_temporal_09470,3.695,6.195,3.72,4.32,0.24
projector,nisqa_temporal_09504,1.652,2.668,1.84,2.6,0.7480314960629919
projector,nisqa_temporal_09524,8.366,8.981,1.68,2.12,0.0
projector,nisqa_temporal_09531,8.587,10.321,10.16,10.36,0.09080654258319211
projector,nisqa_temporal_09538,2.636,3.461,2.56,3.52,0.8593749999999998
projector,nisqa_temporal_09626,2.061,4.311,2.24,2.36,0.053333333333333184
projector,nisqa_temporal_09639,3.204,3.839,5.2,5.4,0.0
projector,nisqa_temporal_09653,3.779,5.279,4.48,4.68,0.13333333333333286
projector,nisqa_temporal_09659,0.171,0.78,1.48,1.68,0.0
projector,nisqa_temporal_09815,3.63,5.039,3.48,5.16,0.838690476190476
projector,nisqa_temporal_09842,0.031,0.737,0.2,0.6,0.56657223796034
projector,nisqa_temporal_09848,7.428,8.645,8.44,8.64,0.16433853738701817
projector,nisqa_temporal_09862,6.191,6.824,6.12,6.92,0.7912500000000002
projector,nisqa_temporal_09875,4.094,4.71,4.12,4.72,0.9424920127795533
projector,nisqa_temporal_09896,5.981,7.981,6.640000000000001,6.92,0.13999999999999968
projector,nisqa_temporal_09956,6.16,6.775,6.2,6.640000000000001,0.715447154471545
projector,nisqa_temporal_09983,5.366,5.971,5.36,5.88,0.841243862520459
projector,nisqa_temporal_10017,4.818,6.646,5.88,5.92,0.021881838074398266
projector,nisqa_temporal_10037,2.221,4.221,3.3200000000000003,4.04,0.3599999999999999
projector,nisqa_temporal_10044,7.432,8.456,7.92,8.36,0.4296874999999999
projector,nisqa_temporal_10051,4.527,6.277,5.5200000000000005,5.72,0.11428571428571388
projector,nisqa_temporal_10139,8.281,8.974,4.32,4.5200000000000005,0.0
projector,nisqa_temporal_10240,2.705,3.322,4.76,5.12,0.0
projector,nisqa_temporal_10274,6.807,7.911,6.8,8.0,0.9199999999999992
projector,nisqa_temporal_10287,2.525,5.275,4.96,5.16,0.07272727272727278
projector,nisqa_temporal_10314,2.15,4.9,2.16,3.6,0.5236363636363636
projector,nisqa_temporal_10341,1.968,4.468,4.0,4.2,0.08000000000000007
projector,nisqa_temporal_10456,0.043,2.543,0.16,1.12,0.384
projector,nisqa_temporal_10476,1.144,2.181,1.2,2.16,0.9257473481195757
projector,nisqa_temporal_10564,1.86,2.484,5.08,5.28,0.0
projector,nisqa_temporal_10658,2.655,5.155,0.84,1.04,0.0
projector,nisqa_temporal_10679,6.911,7.532,6.92,7.24,0.5152979066022545
projector,nisqa_temporal_10699,7.652,8.409,4.6000000000000005,4.64,0.0
projector,nisqa_temporal_10739,2.3,2.914,2.2800000000000002,2.88,0.9148264984227132
projector,nisqa_temporal_10773,3.673,4.363,3.56,4.8,0.5564516129032262
projector,nisqa_temporal_10820,9.939,10.609,10.040000000000001,10.56,0.7761194029850741
projector,nisqa_temporal_10915,5.483,6.243,5.5600000000000005,6.16,0.7894736842105251
projector,nisqa_temporal_10942,2.874,4.874,2.92,4.96,0.9367209971236818
projector,nisqa_temporal_10949,0.239,0.855,0.24,0.92,0.9030837004405285
projector,nisqa_temporal_10982,4.488,5.988,4.4,5.2,0.4483627204030225
projector,nisqa_temporal_10996,2.634,3.628,3.12,3.52,0.402414486921529
projector,nisqa_temporal_11036,0.783,1.425,0.76,1.12,0.5067669172932331
projector,nisqa_temporal_11219,7.05,7.656,7.04,7.72,0.8911764705882355
projector,nisqa_temporal_11239,2.934,5.003,1.2,1.4000000000000001,0.0
projector,nisqa_temporal_11327,6.895,8.269,6.92,8.24,0.9606986899563317
projector,nisqa_temporal_11340,1.478,2.187,1.92,2.2,0.36980609418282523
projector,nisqa_temporal_11414,5.942,6.772,6.2,6.8,0.666666666666667
projector,nisqa_temporal_11455,1.174,1.935,1.6,1.72,0.15768725361366606
projector,nisqa_temporal_11462,3.327,4.44,3.2800000000000002,4.48,0.9275000000000002
projector,nisqa_temporal_11475,3.232,6.232,3.44,3.8000000000000003,0.1200000000000001
projector,nisqa_temporal_11509,3.45,6.45,3.96,4.84,0.2933333333333333
projector,nisqa_temporal_11549,0.04,0.647,0.16,0.68,0.7609374999999999
projector,nisqa_temporal_11590,5.391,6.003,5.64,5.76,0.19607843137254916
projector,nisqa_temporal_11597,6.079,6.692,6.04,6.96,0.6663043478260875
projector,nisqa_temporal_11624,2.954,3.628,3.0,3.24,0.3560830860534128
projector,nisqa_temporal_11630,0.351,2.351,6.48,6.640000000000001,0.0
projector,nisqa_temporal_11644,3.427,4.042,3.4,4.0,0.8925233644859814
projector,nisqa_temporal_11678,1.083,1.782,1.4000000000000001,1.48,0.11444921316165929
projector,nisqa_temporal_11725,1.665,3.665,1.8,2.36,0.27999999999999997
projector,nisqa_temporal_11759,0.144,1.044,0.68,0.96,0.311111111111111
projector,nisqa_temporal_11799,3.917,5.417,3.92,5.4,0.9866666666666669
projector,nisqa_temporal_11833,3.083,4.582,4.68,5.48,0.0
projector,nisqa_temporal_11846,6.983,7.963,7.08,7.44,0.3673469387755104
projector,nisqa_temporal_11887,4.723,5.695,5.44,5.48,0.04115226337448562
projector,nisqa_temporal_11907,4.603,5.48,4.5600000000000005,5.48,0.9532608695652182
projector,nisqa_temporal_11941,8.384,9.0,8.48,8.88,0.6493506493506502
projector,nisqa_temporal_11995,2.804,3.498,2.92,3.6,0.7261306532663317
projector,nisqa_temporal_12002,7.239,7.924,7.2,7.92,0.9406077348066296
projector,nisqa_temporal_12069,0.229,1.116,0.32,0.4,0.09019165727170238
projector,nisqa_temporal_12096,6.217,6.901,6.4,6.84,0.6432748538011687
projector,nisqa_temporal_12211,0.204,1.159,0.44,1.2,0.7218875502008033
projector,nisqa_temporal_12218,3.713,4.314,3.72,4.4,0.8646288209606982
projector,nisqa_temporal_12245,7.652,10.504,10.200000000000001,10.4,0.07012622720897592
projector,nisqa_temporal_12265,7.605,8.328,7.68,8.32,0.8852005532503479
projector,nisqa_temporal_12312,2.635,4.385,3.12,3.6,0.2742857142857143
projector,nisqa_temporal_12339,7.693,8.429,7.68,8.4,0.9439252336448601
projector,nisqa_temporal_12353,0.677,2.535,0.68,2.56,0.9851301115241635
projector,nisqa_temporal_12366,7.635,8.314,7.96,8.32,0.516788321167883
projector,nisqa_temporal_12447,5.083,7.583,5.16,7.5600000000000005,0.9600000000000002
projector,nisqa_temporal_12481,7.342,10.092,7.32,8.08,0.2662337662337664
projector,nisqa_temporal_12515,10.176,10.958,10.120000000000001,10.88,0.8400954653937963
projector,nisqa_temporal_12535,6.793,7.424,6.8,7.04,0.3803486529318544
projector,nisqa_temporal_12575,7.003,9.753,7.08,8.48,0.5090909090909093
projector,nisqa_temporal_12609,1.84,4.34,1.8800000000000001,4.32,0.9760000000000002
projector,nisqa_temporal_12663,10.575,11.276,10.68,11.0,0.4564907275320971
projector,nisqa_temporal_12683,7.304,7.918,7.68,7.76,0.13029315960912066
projector,nisqa_temporal_12690,1.833,3.833,2.4,3.56,0.5800000000000001
projector,nisqa_temporal_12710,7.054,7.739,7.0,7.84,0.8154761904761901
projector,nisqa_temporal_12717,4.019,5.204,4.4,4.6000000000000005,0.1687763713080171
projector,nisqa_temporal_12832,8.316,8.918,8.32,8.96,0.9285714285714268
projector,nisqa_temporal_12852,5.927,7.018,5.92,7.0,0.9772313296903465
projector,nisqa_temporal_12872,4.966,5.674,4.96,5.68,0.983333333333334
projector,nisqa_temporal_12960,2.792,5.542,2.92,3.12,0.0727272727272728
projector,nisqa_temporal_12980,5.043,5.645,5.12,5.32,0.3322259136212631
projector,nisqa_temporal_13014,0.0,3.0,1.36,1.8,0.14666666666666664
projector,nisqa_temporal_13061,6.087,6.717,6.04,6.84,0.7875000000000001
projector,nisqa_temporal_13142,0.427,3.427,1.48,3.2,0.5733333333333334
projector,nisqa_temporal_13223,0.211,2.461,0.68,1.6400000000000001,0.4266666666666667
projector,nisqa_temporal_13237,10.736,11.811,10.72,11.0,0.24197983501374842
projector,nisqa_temporal_13291,5.216,6.966,5.92,6.640000000000001,0.4114285714285718
projector,nisqa_temporal_13298,0.034,0.993,0.12,1.0,0.9037267080745341
projector,nisqa_temporal_13331,5.566,6.275,5.5600000000000005,6.44,0.8056818181818188
projector,nisqa_temporal_13365,8.524,9.179,8.44,9.200000000000001,0.8618421052631576
projector,nisqa_temporal_13385,0.698,1.701,0.76,1.96,0.7456418383518224
projector,nisqa_temporal_13473,7.717,8.985,7.6000000000000005,8.32,0.43537906137184196
